NM2,NM3,NM4,NM5,IDN5
Banskobystrický,Zvolen,Pliešovce,Pliešovce,"846988"
Banskobystrický,Revúca,Ploské,Ploské,"847020"
Košický,Košice - okolie,Ploské,Ploské,"847046"
Žilinský,Liptovský Mikuláš,Liptovský Mikuláš,Ploštín,"847054"
Trenčiansky,Nové Mesto nad Váhom,Pobedim,Pobedim,"847062"
Trenčiansky,Považská Bystrica,Počarová,Počarová,"847071"
Banskobystrický,Banská Štiavnica,Počúvadlo,Počúvadlo,"847089"
Žilinský,Tvrdošín,Podbiel,Podbiel,"847101"
Trnavský,Senica,Podbranč,Podbranč,"847178"
Banskobystrický,Brezno,Podbrezová,Podbrezová,"847216"
Nitriansky,Nové Zámky,Podhájska,Belek,"847241"
Nitriansky,Nové Zámky,Podhájska,Svätuša,"847259"
Nitriansky,Nitra,Bádice,Bádice,"847267"
Nitriansky,Nitra,Podhorany,Mechenice,"847275"
Nitriansky,Nitra,Podhorany,Sokolníky,"847283"
Prešovský,Kežmarok,Podhorany,Podhorany,"847305"
Prešovský,Prešov,Podhorany,Podhorany,"847313"
Banskobystrický,Banská Štiavnica,Podhorie,Teplá,"847330"
Banskobystrický,Banská Štiavnica,Podhorie,Žakýl,"847348"
Žilinský,Žilina,Podhorie,Podhorie,"847356"
Košický,Sobrance,Podhoroď,Podhoroď,"847364"
Nitriansky,Topoľčany,Podhradie,Podhradie,"847372"
Žilinský,Martin,Podhradie,Podhradie nad Váhom,"847381"
Trenčiansky,Prievidza,Podhradie,Podhradie,"847399"
Prešovský,Prešov,Podhradík,Podhradík,"847402"
Banskobystrický,Banská Bystrica,Podkonice,Podkonice,"847411"
Banskobystrický,Detva,Podkriváň,Podkriváň,"847500"
Trenčiansky,Myjava,Podkylava,Podkylava,"847526"
Nitriansky,Levice,Podlužany,Podlužany,"847577"
Trenčiansky,Bánovce nad Bebravou,Podlužany,Podlužany,"847585"
Trenčiansky,Považská Bystrica,Považská Bystrica,Podmanín,"847615"
Trenčiansky,Nové Mesto nad Váhom,Podolie,Podolie,"847640"
Prešovský,Stará Ľubovňa,Podolínec,Podolínec,"847674"
Banskobystrický,Lučenec,Podrečany,Podrečany,"847682"
Trenčiansky,Považská Bystrica,Podskalie,Podskalie,"847712"
Žilinský,Liptovský Mikuláš,Podtureň,Podtureň,"847721"
Bratislavský,Bratislava II,Bratislava-Podunajské Biskupice,Podunajské Biskupice,"847755"
Trenčiansky,Považská Bystrica,Považská Bystrica,Podvažie,"847763"
Žilinský,Čadca,Podvysoká,Podvysoká,"847771"
Banskobystrický,Zvolen,Podzámčok,Podzámčok,"847780"
Banskobystrický,Brezno,Pohorelá,Pohorelá,"847798"
Nitriansky,Nitra,Pohranice,Pohranice,"847810"
Banskobystrický,Brezno,Pohronská Polhora,Pohronská Polhora,"847828"
Banskobystrický,Banská Bystrica,Pohronský Bukovec,Pohronský Bukovec,"847836"
Nitriansky,Levice,Pohronský Ruskov,Pohronský Ruskov,"847844"
Trenčiansky,Bánovce nad Bebravou,Pochabany,Pochabany,"847852"
Žilinský,Dolný Kubín,Pokryváč,Pokryváč,"847861"
Prešovský,Levoča,Korytné,Korytné,"847879"
Prešovský,Levoča,Poľanovce,Poľanovce,"847887"
Košický,Trebišov,Poľany,Poľany,"847895"
Žilinský,Turčianske Teplice,Abramová,Polerieka,"847909"
Prešovský,Bardejov,Poliakovce,Poliakovce,"847917"
Trenčiansky,Myjava,Polianka,Polianka,"847950"
Banskobystrický,Lučenec,Polichno,Polichno,"847968"
Banskobystrický,Revúca,Polina,Polina,"847984"
Nitriansky,Nitra,Poľný Kesov,Poľný Kesov,"848018"
Banskobystrický,Rimavská Sobota,Hnúšťa,Polom,"848026"
Prešovský,Sabinov,Poloma,Poloma,"848034"
Banskobystrický,Brezno,Polomka,Polomka,"848051"
Banskobystrický,Poltár,Poltár,Poltár,"848077"
Banskobystrický,Poltár,Poltár,Slaná Lehota,"848093"
Banskobystrický,Poltár,Poltár,Zelené,"848107"
Trenčiansky,Prievidza,Poluvsie,Poluvsie,"848115"
Žilinský,Žilina,Rajecké Teplice,Poluvsie nad Rajčankou,"848123"
Prešovský,Levoča,Pongrácovce,Pongrácovce,"848131"
Banskobystrický,Banská Bystrica,Poniky,Poniky,"848158"
Prešovský,Poprad,Poprad,Poprad,"848174"
Prešovský,Poprad,Poprad,Spišská Sobota,"848221"
Prešovský,Poprad,Poprad,Stráže pod Tatrami,"848298"
Prešovský,Poprad,Poprad,Veľká,"848417"
Banskobystrický,Rimavská Sobota,Poproč,Poproč,"848484"
Košický,Košice - okolie,Poproč,Poproč,"848506"
Trnavský,Skalica,Popudinské Močidľany,Močidľany,"848522"
Trnavský,Skalica,Popudinské Močidľany,Popudiny,"848531"
Košický,Spišská Nová Ves,Poráč,Poráč,"848557"
Trenčiansky,Myjava,Poriadie,Poriadie,"848590"
Košický,Sobrance,Porostov,Porostov,"848620"
Trenčiansky,Prievidza,Poruba,Poruba,"848638"
Košický,Michalovce,Poruba pod Vihorlatom,Poruba pod Vihorlatom,"848646"
Prešovský,Bardejov,Porúbka,Porúbka,"848654"
Prešovský,Humenné,Porúbka,Porúbka,"848662"
Košický,Sobrance,Porúbka,Porúbka,"848671"
Trnavský,Hlohovec,Dvorníky,Posádka,"848689"
Prešovský,Vranov nad Topľou,Poša,Poša,"848697"
Prešovský,Stropkov,Potôčky,Potôčky,"848701"
Žilinský,Ružomberok,Potok,Potok,"848719"
Banskobystrický,Rimavská Sobota,Potok,Potok,"848727"
Prešovský,Stropkov,Potoky,Potoky,"848735"
Banskobystrický,Veľký Krtíš,Pôtor,Pôtor,"848751"
Banskobystrický,Veľký Krtíš,Pôtor,Žihľava,"848786"
Trenčiansky,Nové Mesto nad Váhom,Potvorice,Potvorice,"848794"
Trenčiansky,Nové Mesto nad Váhom,Považany,Považany,"848808"
Trenčiansky,Považská Bystrica,Považská Bystrica,Považská Bystrica,"848832"
Trenčiansky,Považská Bystrica,Považská Bystrica,Považská Teplá,"849006"
Trenčiansky,Považská Bystrica,Považská Bystrica,Považské Podhradie,"849022"
Žilinský,Žilina,Žilina,Považský Chlmec,"849031"
Žilinský,Kysucké Nové Mesto,Povina,Povina,"849057"
Banskobystrický,Banská Bystrica,Povrazník,Povrazník,"849073"
Nitriansky,Nové Zámky,Pozba,Pozba,"849090"
Košický,Michalovce,Pozdišovce,Pozdišovce,"849103"
Banskobystrický,Lučenec,Praha,Praha,"849111"
Košický,Gelnica,Prakovce,Prakovce,"849120"
Nitriansky,Topoľčany,Prašice,Prašice,"849171"
Trnavský,Piešťany,Prašník,Prašník,"849251"
Trenčiansky,Prievidza,Pravenec,Pravenec,"849294"
Banskobystrický,Veľký Krtíš,Pravica,Pravica,"849324"
Trenčiansky,Bánovce nad Bebravou,Pravotice,Pravotice,"849332"
Trenčiansky,Považská Bystrica,Považská Bystrica,Praznov,"849367"
Nitriansky,Topoľčany,Práznovce,Práznovce,"849375"
Trenčiansky,Považská Bystrica,Prečín,Prečín,"849391"
Banskobystrický,Brezno,Predajná,Predajná,"849413"
Žilinský,Bytča,Predmier,Predmier,"849421"
Trenčiansky,Ilava,Dubnica nad Váhom,Prejta,"849430"
Banskobystrický,Banská Štiavnica,Prenčov,Prenčov,"849448"
Nitriansky,Topoľčany,Preseľany,Preseľany,"849464"
Nitriansky,Levice,Šahy,Preseľany nad Ipľom,"849472"
Banskobystrický,Žiar nad Hronom,Prestavlky,Prestavlky,"849499"
Prešovský,Prešov,Prešov,Prešov,"849502"
Banskobystrický,Veľký Krtíš,Príbelce,Dolné Príbelce,"849634"
Banskobystrický,Veľký Krtíš,Príbelce,Horné Príbelce,"849642"
Košický,Trebišov,Pribeník,Pribeník,"849677"
Nitriansky,Komárno,Pribeta,Pribeta,"849707"
Žilinský,Dolný Kubín,Pribiš,Pribiš,"849715"
Banskobystrický,Veľký Krtíš,Senné,Príboj,"849723"
Žilinský,Martin,Príbovce,Príbovce,"849731"
Žilinský,Liptovský Mikuláš,Pribylina,Pribylina,"849774"
Banskobystrický,Banská Bystrica,Priechod,Priechod,"849782"
Žilinský,Martin,Martin,Priekopa,"849839"
Košický,Sobrance,Priekopa,Priekopa,"849847"
Trenčiansky,Myjava,Priepasné,Priepasné,"849901"
Trnavský,Senica,Prietrž,Prietrž,"849987"
Trnavský,Skalica,Prietržka,Prietržka,"850012"
Trnavský,Senica,Prievaly,Prievaly,"850021"
Trenčiansky,Prievidza,Prievidza,Prievidza,"850063"
Trenčiansky,Prievidza,Prievidza,Malá Lehôtka,"850187"
Trenčiansky,Prievidza,Prievidza,Hradec,"850195"
Banskobystrický,Revúca,Prihradzany,Prihradzany,"850225"
Prešovský,Svidník,Príkra,Príkra,"850233"
Prešovský,Snina,Príslop,Príslop,"850241"
Prešovský,Humenné,Prituľany,Prituľany,"850250"
Prešovský,Prešov,Proč,Proč,"850268"
Banskobystrický,Žiar nad Hronom,Prochot,Prochot,"850276"
Prešovský,Vranov nad Topľou,Prosačov,Prosačov,"850284"
Žilinský,Liptovský Mikuláš,Prosiek,Prosiek,"850292"
Trenčiansky,Považská Bystrica,Udiča,Prosné,"850314"
Banskobystrický,Lučenec,Prša,Prša,"850322"
Trenčiansky,Ilava,Pruské,Pruské,"850331"
Trenčiansky,Bánovce nad Bebravou,Prusy,Prusy,"850357"
Trenčiansky,Považská Bystrica,Pružina,Pružina,"850390"
Banskobystrický,Žarnovica,Hronský Beňadik,Psiare,"850403"
Prešovský,Svidník,Pstriná,Pstriná,"850411"
Žilinský,Bytča,Bytča,Pšurnovice,"850420"
Prešovský,Humenné,Ptičie,Ptičie,"850438"
Košický,Michalovce,Ptrukša,Ptrukša,"850446"
Žilinský,Dolný Kubín,Pucov,Pucov,"850454"
Trenčiansky,Púchov,Púchov,Púchov,"850462"
Trenčiansky,Púchov,Púchov,Horné Kočkovce,"850501"
Trenčiansky,Púchov,Púchov,Vieska-Bezdedov,"850560"
Nitriansky,Levice,Pukanec,Pukanec,"850675"
Košický,Michalovce,Pusté Čemerné,Pusté Čemerné,"850683"
Prešovský,Stará Ľubovňa,Pusté Pole,Pusté Pole,"850691"
Trnavský,Galanta,Pusté Sady,Pusté Sady,"850705"
Trnavský,Galanta,Pusté Úľany,Pusté Úľany,"850730"
Prešovský,Prešov,Pušovce,Pušovce,"850748"
Žilinský,Námestovo,Rabča,Rabča,"850772"
Žilinský,Námestovo,Rabčice,Rabčice,"850811"
Košický,Trebišov,Rad,Rad,"850845"
Prešovský,Prešov,Radatice,Radatice,"850861"
Nitriansky,Nové Zámky,Radava,Radava,"850870"
Trnavský,Skalica,Radimov,Radimov,"850896"
Banskobystrický,Rimavská Sobota,Radnovce,Radnovce,"850900"
Trenčiansky,Prievidza,Radobica,Radobica,"850942"
Žilinský,Kysucké Nové Mesto,Radoľa,Radoľa,"850977"
Prešovský,Svidník,Radoma,Radoma,"850993"
Žilinský,Čadca,Radôstka,Radôstka,"851027"
Nitriansky,Topoľčany,Radošina,Radošina,"851078"
Trnavský,Skalica,Radošovce,Radošovce,"851094"
Trnavský,Trnava,Radošovce,Radošovce,"851116"
Nitriansky,Komárno,Radvaň nad Dunajom,Radvaň nad Dunajom,"851132"
Nitriansky,Komárno,Virt,Virt,"851141"
Prešovský,Medzilaborce,Radvaň nad Laborcom,Radvaň nad Laborcom,"851167"
Prešovský,Vranov nad Topľou,Radvanovce,Radvanovce,"851175"
Banskobystrický,Lučenec,Radzovce,Radzovce,"851191"
Prešovský,Vranov nad Topľou,Rafajovce,Rafajovce,"851205"
Nitriansky,Topoľčany,Rajčany,Rajčany,"851213"
Žilinský,Žilina,Rajec,Rajec,"851221"
Žilinský,Žilina,Rajecká Lesná,Rajecká Lesná,"851230"
Žilinský,Žilina,Rajecké Teplice,Rajecké Teplice,"851256"
Košický,Košice - okolie,Rákoš,Rákoš,"851272"
Banskobystrický,Revúca,Rákoš,Rákoš,"851281"
Žilinský,Čadca,Raková,Raková,"851388"
Prešovský,Svidník,Rakovčík,Rakovčík,"851515"
Košický,Michalovce,Rakovec nad Ondavou,Rakovec nad Ondavou,"851523"
Trnavský,Piešťany,Rakovice,Rakovice,"851531"
Košický,Rožňava,Rakovnica,Rakovnica,"851558"
Žilinský,Martin,Rakovo,Rakovo,"851574"
Žilinský,Turčianske Teplice,Rakša,Rakša,"851582"
Prešovský,Kežmarok,Rakúsy,Rakúsy,"851612"
Košický,Košice - okolie,Rankovce,Rankovce,"851639"
Banskobystrický,Lučenec,Rapovce,Rapovce,"851655"
Nitriansky,Nové Zámky,Rastislavice,Rastislavice,"851680"
Banskobystrický,Revúca,Rašice,Rašice,"851698"
Banskobystrický,Lučenec,Ratka,Ratka,"851728"
Banskobystrický,Revúca,Ratková,Ratková,"851752"
Banskobystrický,Revúca,Ratková,Repištia,"851761"
Trnavský,Hlohovec,Ratkovce,Ratkovce,"851779"
Žilinský,Martin,Ratkovo,Ratkovo,"851787"
Banskobystrický,Rimavská Sobota,Ratkovská Lehota,Ratkovská Lehota,"851795"
Banskobystrický,Revúca,Sása,Sása,"851809"
Banskobystrický,Rimavská Sobota,Ratkovská Suchá,Ratkovská Suchá,"851817"
Banskobystrický,Revúca,Ratkovské Bystré,Filier,"851825"
Banskobystrický,Revúca,Ratkovské Bystré,Ratkovské Bystré,"851833"
Trnavský,Piešťany,Ratnovce,Ratnovce,"851841"
Prešovský,Sabinov,Ratvaj,Ratvaj,"851850"
Trenčiansky,Prievidza,Ráztočno,Ráztočno,"851868"
Banskobystrický,Brezno,Ráztoka,Ráztoka,"851884"
Žilinský,Liptovský Mikuláš,Liptovský Mikuláš,Ráztoky,"851892"
Prešovský,Sabinov,Ražňany,Ražňany,"851914"
Bratislavský,Senec,Nový Svet,Nový Svet,"851922"
Bratislavský,Senec,Reca,Reca,"851931"
Prešovský,Bardejov,Regetovka,Regetovka,"851949"
Košický,Rožňava,Rejdová,Rejdová,"851965"
Prešovský,Kežmarok,Reľov,Reľov,"851973"
Prešovský,Vranov nad Topľou,Remeniny,Remeniny,"851981"
Košický,Sobrance,Remetské Hámre,Remetské Hámre,"851990"
Prešovský,Sabinov,Renčišov,Renčišov,"852007"
Prešovský,Medzilaborce,Repejov,Repejov,"852015"
Banskobystrický,Žiar nad Hronom,Repište,Repište,"852031"
Košický,Košice - okolie,Rešica,Rešica,"852058"
Prešovský,Bardejov,Rešov,Rešov,"852066"
Banskobystrický,Žarnovica,Žarnovica,Revištské Podzámčie,"852091"
Banskobystrický,Revúca,Revúca,Revúca,"852104"
Banskobystrický,Revúca,Revúcka Lehota,Revúcka Lehota,"852210"
Banskobystrický,Revúca,Revúca,Revúčka,"852228"
Banskobystrický,Banská Bystrica,Riečka,Riečka,"852236"
Banskobystrický,Rimavská Sobota,Riečka,Riečka,"852244"
Žilinský,Čadca,Nová Bystrica,Riečnica,"852325"
Košický,Gelnica,Richnava,Richnava,"852350"
Prešovský,Bardejov,Richvald,Richvald,"852376"
Banskobystrický,Rimavská Sobota,Rimavská Baňa,Rimavská Baňa,"852384"
Banskobystrický,Rimavská Sobota,Tisovec,Rimavská Píla,"852406"
Banskobystrický,Rimavská Sobota,Rimavská Seč,Rimavská Seč,"852414"
Banskobystrický,Rimavská Sobota,Rimavská Sobota,Rimavská Sobota,"852422"
Banskobystrický,Rimavská Sobota,Rimavská Sobota,Tomášová,"852473"
Banskobystrický,Rimavská Sobota,Rimavské Brezovo,Rimavské Brezovo,"852597"
Banskobystrický,Rimavská Sobota,Rimavské Janovce,Rimavské Janovce,"852635"
Banskobystrický,Rimavská Sobota,Rimavské Zalužany,Príboj,"852643"
Banskobystrický,Rimavská Sobota,Rimavské Zalužany,Rimavské Zalužany,"852651"
Nitriansky,Nitra,Rišňovce,Rišňovce,"852660"
Trnavský,Dunajská Streda,Rohovce,Rohovce,"852678"
Trnavský,Senica,Rohov,Rohov,"852694"
Trnavský,Senica,Rybky,Rybky,"852708"
Bratislavský,Malacky,Rohožník,Rohožník,"852716"
Prešovský,Humenné,Rohožník,Rohožník,"852724"
Košický,Rožňava,Rochovce,Rochovce,"852732"
Prešovský,Prešov,Rokycany,Rokycany,"852741"
Prešovský,Bardejov,Rokytov,Rokytov,"852759"
Žilinský,Žilina,Rosina,Rosina,"852767"
Prešovský,Medzilaborce,Roškovce,Roškovce,"852775"
Košický,Rožňava,Roštár,Roštár,"852791"
Trnavský,Senica,Rovensko,Rovensko,"852805"
Bratislavský,Senec,Rovinka,Rovinka,"852813"
Banskobystrický,Poltár,Rovňany,Rovňany,"852821"
Banskobystrický,Rimavská Sobota,Rovné,Ratkovská Zdychava,"852830"
Banskobystrický,Rimavská Sobota,Rovné,Rovné,"852848"
Prešovský,Humenné,Rovné,Rovné,"852856"
Prešovský,Svidník,Rovné,Rovné,"852864"
Trnavský,Senica,Cerová,Rozbehy,"852881"
Košický,Košice - okolie,Rozhanovce,Rozhanovce,"852899"
Košický,Rožňava,Rozložná,Rozložná,"852902"
Prešovský,Svidník,Roztoky,Roztoky,"852911"
Trenčiansky,Trenčín,Trenčianske Stankovce,Rozvadze,"852929"
Prešovský,Sabinov,Rožkovany,Rožkovany,"852937"
Košický,Rožňava,Rožňava,Rožňava,"852945"
Košický,Rožňava,Rožňava,Nadabula,"853151"
Košický,Rožňava,Čučma,Čučma,"853178"
Košický,Rožňava,Rožňavské Bystré,Rožňavské Bystré,"853275"
Nitriansky,Nové Zámky,Rúbaň,Rúbaň,"853283"
Žilinský,Kysucké Nové Mesto,Rudina,Rudina,"853291"
Žilinský,Kysucké Nové Mesto,Rudinka,Rudinka,"853305"
Žilinský,Kysucké Nové Mesto,Rudinská,Rudinská,"853356"
Prešovský,Vranov nad Topľou,Rudlov,Rudlov,"853381"
Košický,Rožňava,Rudná,Rudná,"853402"
Košický,Spišská Nová Ves,Rudňany,Rudňany,"853411"
Trenčiansky,Prievidza,Rudnianska Lehota,Rudnianska Lehota,"853437"
Trenčiansky,Myjava,Rudník,Rudník,"853461"
Košický,Košice - okolie,Rudník,Rudník,"853518"
Žilinský,Turčianske Teplice,Rudno,Rudno,"853526"
Banskobystrický,Žarnovica,Rudno nad Hronom,Rudno nad Hronom,"853534"
Nitriansky,Nitra,Rumanová,Rumanová,"853542"
Banskobystrický,Rimavská Sobota,Rumince,Rumince,"853569"
Prešovský,Snina,Runina,Runina,"853577"
Košický,Michalovce,Budince,Budince,"853585"
Košický,Michalovce,Ruská,Ruská,"853593"
Košický,Sobrance,Ruská Bystrá,Ruská Bystrá,"853607"
Prešovský,Humenné,Ruská Kajňa,Ruská Kajňa,"853615"
Prešovský,Prešov,Ruská Nová Ves,Ruská Nová Ves,"853623"
Prešovský,Humenné,Ruská Poruba,Ruská Poruba,"853631"
Prešovský,Vranov nad Topľou,Ruská Voľa,Ruská Voľa,"853640"
Prešovský,Stará Ľubovňa,Ruská Voľa nad Popradom,Ruská Voľa nad Popradom,"853658"
Prešovský,Snina,Ruská Volová,Ruská Volová,"853666"
Prešovský,Snina,Stakčín,Ruské,"853674"
Košický,Košice - okolie,Ruskov,Ruskov,"853691"
Trenčiansky,Bánovce nad Bebravou,Ruskovce,Ruskovce,"853704"
Košický,Sobrance,Ruskovce,Ruskovce,"853721"
Košický,Sobrance,Ruský Hrabovec,Ruský Hrabovec,"853739"
Prešovský,Vranov nad Topľou,Vyšný Kazimír,Vyšný Kazimír,"853747"
Prešovský,Stropkov,Kručov,Kručov,"853755"
Prešovský,Snina,Ruský Potok,Ruský Potok,"853763"
Bratislavský,Bratislava V,Bratislava-Rusovce,Rusovce,"853771"
Banskobystrický,Lučenec,Ružiná,Ružiná,"853780"
Trnavský,Trnava,Ružindol,Ružindol,"853798"
Žilinský,Ružomberok,Ružomberok,Ružomberok,"853801"
Trenčiansky,Bánovce nad Bebravou,Rybany,Rybany,"854140"
Nitriansky,Levice,Rybník,Rybník,"854158"
Banskobystrický,Revúca,Rybník,Brusník,"854166"
Banskobystrický,Revúca,Rybník,Rybník nad Turcom,"854182"
Banskobystrický,Krupina,Rykynčice,Dolné Rykynčice,"854191"
Banskobystrický,Krupina,Rykynčice,Horné Rykynčice,"854204"
Prešovský,Sabinov,Sabinov,Sabinov,"854212"
Prešovský,Sabinov,Sabinov,Zálesie,"854298"
Prešovský,Vranov nad Topľou,Sačurov,Sačurov,"854301"
Trenčiansky,Považská Bystrica,Sádočné,Sádočné,"854310"
Košický,Košice - okolie,Sady nad Torysou,Byster,"854328"
Košický,Košice - okolie,Sady nad Torysou,Zdoba,"854344"
Nitriansky,Nové Zámky,Salka,Salka,"854352"
Banskobystrický,Zvolen,Sliač,Sampor,"854361"
Nitriansky,Levice,Santovka,Malinovec,"854379"
Nitriansky,Levice,Santovka,Santovka,"854387"
Banskobystrický,Zvolen,Sása,Sása,"854417"
Trnavský,Hlohovec,Sasinkovo,Sasinkovo,"854425"
Nitriansky,Levice,Sazdice,Sazdice,"854450"
Banskobystrický,Banská Bystrica,Sebedín-Bečov,Bečov,"854468"
Banskobystrický,Banská Bystrica,Sebedín-Bečov,Sebedín,"854476"
Trenčiansky,Prievidza,Sebedražie,Sebedražie,"854492"
Banskobystrický,Krupina,Sebechleby,Sebechleby,"854506"
Trenčiansky,Prievidza,Seč,Seč,"854514"
Banskobystrický,Veľký Krtíš,Sečianky,Sečianky,"854522"
Košický,Trebišov,Sečovce,Sečovce,"854531"
Prešovský,Vranov nad Topľou,Sečovská Polianka,Sečovská Polianka,"854697"
Žilinský,Dolný Kubín,Sedliacka Dubová,Sedliacka Dubová,"854701"
Prešovský,Prešov,Sedlice,Sedlice,"854719"
Prešovský,Prešov,Suchá Dolina,Suchá Dolina,"854727"
Trenčiansky,Trenčín,Trenčianske Stankovce,Sedličná,"854735"
Prešovský,Vranov nad Topľou,Sedliská,Sedliská,"854743"
Trenčiansky,Ilava,Sedmerovec,Sedmerovec,"854751"
Košický,Sobrance,Sejkov,Sejkov,"854760"
Trnavský,Senica,Sekule,Sekule,"854778"
Banskobystrický,Veľký Krtíš,Seľany,Seľany,"854786"
Banskobystrický,Banská Bystrica,Selce,Selce,"854794"
Banskobystrický,Poltár,Selce,Selce,"854808"
Banskobystrický,Veľký Krtíš,Dolné Strháre,Selce,"854816"
Banskobystrický,Krupina,Selce,Selce,"854832"
Trenčiansky,Trenčín,Selec,Selec,"854841"
Nitriansky,Šaľa,Selice,Selice,"854875"
Nitriansky,Šaľa,Selice,Šók,"854883"
Nitriansky,Nové Zámky,Semerovo,Semerovo,"854913"
Košický,Košice - okolie,Seňa,Seňa,"854921"
Bratislavský,Senec,Senec,Senec,"854964"
Prešovský,Prešov,Seniakovce,Seniakovce,"854972"
Trnavský,Senica,Senica,Senica,"855006"
Banskobystrický,Veľký Krtíš,Senné,Senné,"855162"
Košický,Michalovce,Senné,Senné,"855171"
Banskobystrický,Krupina,Senohrad,Senohrad,"855201"
Trnavský,Galanta,Sereď,Dolný Čepeň,"855235"
Trnavský,Galanta,Sereď,Sereď,"855251"
Trnavský,Galanta,Sereď,Stredný Čepeň,"855316"
Trnavský,Galanta,Sereď,Horný Čepeň,"855375"
Banskobystrický,Zvolen,Sielnica,Sielnica,"855391"
Žilinský,Námestovo,Sihelné,Sihelné,"855405"
Banskobystrický,Brezno,Sihla,Sihla,"855413"
Nitriansky,Levice,Sikenica,Trhyňa,"855448"
Nitriansky,Levice,Sikenica,Veľký Pesek,"855456"
Nitriansky,Nové Zámky,Sikenička,Sikenička,"855464"
Trnavský,Hlohovec,Siladice,Siladice,"855472"
Košický,Rožňava,Silica,Silica,"855499"
Košický,Rožňava,Silická Brezová,Silická Brezová,"855502"
Košický,Rožňava,Silická Jablonica,Silická Jablonica,"855511"
Banskobystrický,Revúca,Sirk,Sirk,"855545"
Košický,Trebišov,Sirník,Sirník,"855570"
Banskobystrický,Krupina,Hontianske Nemce,Sitnianska Lehôtka,"855588"
Trenčiansky,Partizánske,Skačany,Skačany,"855596"
Trenčiansky,Trenčín,Skalka nad Váhom,Skala,"855600"
Trnavský,Skalica,Skalica,Skalica,"855618"
Žilinský,Čadca,Skalité,Skalité,"855774"
Trenčiansky,Trenčín,Skalka nad Váhom,Skalská Nová Ves,"855782"
Košický,Košice - okolie,Skároš,Skároš,"855791"
Banskobystrický,Revúca,Skerešovo,Skerešovo,"855804"
Žilinský,Martin,Sklabiňa,Sklabiňa,"855812"
Banskobystrický,Veľký Krtíš,Sklabiná,Sklabiná,"855839"
Žilinský,Martin,Sklabinský Podzámok,Sklabinský Podzámok,"855847"
Žilinský,Turčianske Teplice,Sklené,Sklené,"855863"
Banskobystrický,Žiar nad Hronom,Sklené Teplice,Sklené Teplice,"855871"
